policy,symbol,action,bar,side,ev
PN,I,REVERSE,8580,1,0.057967218045584246
PN,I,REVERSE,8591,-1,0.11343132744161855
PN,I,REVERSE,8592,1,0.01674744526640931
PN,I,REVERSE,8593,-1,0.0680670515233216
PN,I,REVERSE,8594,1,0.2396464083043236
PN,I,HOLD,8595,1,0.1330389096491148
PN,I,HOLD,8596,1,0.19112359258550082
PN,I,HOLD,8605,1,0.04183097573524042
PN,I,HOLD,8606,1,0.06116400041579806
PN,I,EXIT,8607,0,-0.026271827219609967
PN,I,ENTER,8609,-1,0.045701449659588556
PN,I,REVERSE,8620,1,0.0902735962743696
PN,I,HOLD,8621,1,0.04183097573524042
PN,I,EXIT,8622,0,-2.356738396430691e-05
PN,I,SKIP,8624,1,-0.06897713249357706
PN,I,SKIP,8625,1,-0.09554884108592776
PN,I,ENTER,8626,-1,0.09767736400857385
PN,I,EXIT,8629,0,-inf
PN,I,ENTER,8631,1,0.03372067097613962
PN,I,REVERSE,8637,-1,0.0589954955207887
PN,I,HOLD,8638,-1,0.05602449442560087
PN,I,REVERSE,8644,1,0.029070389439996736
PN,I,EXIT,8645,0,-inf
PN,I,SKIP,8647,-1,-0.05101084401402711
PN,I,SKIP,8649,-1,-0.05101084401402711
PN,I,SKIP,8650,1,-0.04892624627331377
PN,I,SKIP,8651,1,-0.04892624627331377
PN,I,SKIP_INELIGIBLE,8653,-1,
PN,I,SKIP_INELIGIBLE,8655,-1,
PN,I,SKIP_INELIGIBLE,8656,-1,
PN,I,SKIP_INELIGIBLE,8735,-1,
PN,I,SKIP_INELIGIBLE,8736,-1,
PN,I,SKIP_INELIGIBLE,8737,-1,
PN,I,SKIP_INELIGIBLE,8738,-1,
PN,I,SKIP_INELIGIBLE,8739,-1,
PN,I,ENTER,8740,-1,0.04117938595958304
PN,I,EXIT,8753,0,-inf
PN,I,SKIP,8755,1,-0.6287806034191741
PN,I,ENTER,8758,-1,0.6834923078647153
PN,I,HOLD,8767,-1,0.086987613314915
PN,I,HOLD,8770,-1,0.11138009608488497
PN,I,HOLD,8771,-1,0.06454835506580525
PN,I,HOLD,8774,-1,0.058106276829825054
PN,I,HOLD,8775,-1,0.24530398211608517
PN,I,HOLD,8777,-1,1.1248571438542412
PN,I,HOLD,8846,-1,0.019250478106815017
PN,I,HOLD,8847,-1,0.04816295682124838
PN,I,HOLD,8849,-1,0.07187128351913186
PN,I,HOLD,8850,-1,0.05022368383229975
PN,I,HOLD,8851,-1,0.02899443175034455
PN,I,HOLD,8852,-1,0.11056024058186631
PN,I,ENTER,8860,1,0.04507266475610239
PN,I,REVERSE,8873,-1,0.14259088252098073
PN,I,ENTER,8975,1,0.09102895135499511
PN,I,REVERSE,8983,-1,0.06101921498907642
PN,I,HOLD,8985,-1,0.048970177065231935
PN,I,HOLD,8986,-1,0.048970177065231935
PN,I,HOLD,8987,-1,0.045550371213861185
PN,I,REVERSE,9005,1,0.08992219193144801
PN,I,HOLD,9006,1,0.30748685625888217
PN,I,REVERSE,9048,-1,0.3058744611787179
PN,I,HOLD,9050,-1,0.14105542095793033
PN,I,REVERSE,9051,1,0.07323696649004374
PN,I,REVERSE,9052,-1,0.05677242031242191
PN,I,REVERSE,9053,1,0.07323696649004374
PN,I,HOLD,9054,1,0.09006797634028052
PN,I,HOLD,9055,1,0.13326482548253743
PN,I,EXIT,9057,0,-0.006821121275303654
PN,I,SKIP,9059,1,-0.027317738171863892
PN,I,SKIP,9060,1,-0.1636562635866063
PN,I,SKIP,9061,1,-0.06667506739072615
PN,I,SKIP,9062,1,-0.0031427786125691193
PN,I,SKIP,9063,1,-0.1636562635866063
PN,I,SKIP,9064,1,-0.12139818301947414
PN,I,SKIP,9065,1,-0.05459087478575142
PN,I,SKIP,9067,1,-0.01559828561832638
PN,I,SKIP,9068,1,-0.035357020638461745
PN,I,SKIP,9069,1,-0.035357020638461745
PN,I,SKIP,9070,1,-0.047997929088982705
PN,I,SKIP,9071,1,-0.17186678344834405
PN,I,SKIP,9072,1,-0.047997929088982705
PN,I,SKIP,9073,1,-0.047997929088982705
PN,I,SKIP,9074,1,-0.008938092198951475
PN,I,SKIP,9075,-1,-0.02903695739097445
PN,I,SKIP,9076,1,-0.008938092198951475
PN,I,SKIP,9077,1,-0.008938092198951475
PN,I,SKIP,9078,-1,-0.03243560204451684
PN,I,SKIP,9079,1,-0.11808750420396263
PN,I,SKIP,9080,1,-0.047997929088982705
PN,I,ENTER,9081,-1,0.020163675484795918
PN,I,REVERSE,9083,1,0.02537478669133031
PN,I,EXIT,9084,0,-0.04671275063388591
PN,I,SKIP,9086,1,-0.02878362606521523
PN,I,SKIP,9087,1,-0.03150886881579573
PN,I,SKIP,9088,1,-0.03150886881579573
PN,I,ENTER,9090,1,0.027519916103769748
PN,I,REVERSE,9091,-1,0.03502785486921378
PN,I,HOLD,9096,-1,0.050291261601182025
PN,I,HOLD,9097,-1,0.07076928888812928
PN,I,HOLD,9099,-1,0.03160790133196267
PN,I,HOLD,9102,-1,0.0016037694926313018
PN,I,HOLD,9112,-1,0.003970453430135135
PN,I,HOLD,9132,-1,0.01586049331842776
PN,I,EXIT,9133,0,-0.07013332569193198
PN,I,SKIP,9138,1,-0.030124003989534687
PN,I,SKIP,9140,1,-0.05871581138187998
PN,I,ENTER,9141,1,0.005158329562744368
PN,I,REVERSE,9142,-1,0.296363763101685
PN,I,HOLD,9144,-1,0.09607176821021901
PN,I,HOLD,9145,-1,0.09607176821021901
PN,I,REVERSE,9146,1,0.0009375361707048002
PN,I,REVERSE,9147,-1,0.09230934187608725
PN,I,HOLD,9148,-1,0.024627297755761113
PN,I,REVERSE,9151,1,0.0037378606604261955
PN,I,HOLD,9152,1,0.059475723471296926
PN,I,REVERSE,9154,-1,0.02695621608256915
PN,I,EXIT,9158,0,-inf
PN,I,SKIP,9160,1,-0.018952005490834423
PN,I,ENTER,9161,1,0.07119686376616313
PN,I,REVERSE,9162,-1,0.00539695539452778
PN,I,EXIT,9165,0,-inf
PN,I,ENTER,9167,1,0.006460642670696792
PN,I,EXIT,9168,0,-inf
PN,I,SKIP,9170,1,-0.02271210389528805
PN,I,SKIP_INELIGIBLE,9171,1,
PN,I,ENTER,9172,1,0.02606308244698785
PN,I,HOLD,9173,1,0.05177429558179997
PN,I,REVERSE,9180,-1,0.12455807231292859
PN,I,REVERSE,9181,1,0.015723452981388053
PN,I,HOLD,9182,1,0.015723452981388053
PN,I,HOLD,9183,1,0.023464407103470253
PN,I,HOLD,9184,1,0.04448028993520736
PN,I,REVERSE,9194,-1,0.07310950736141458
PN,I,HOLD,9195,-1,0.03628411212777871
PN,M,SKIP,7316,-1,-0.02278197555302175
PN,M,SKIP,7317,-1,-0.09466917049346668
PN,M,SKIP,7318,-1,-0.11374355909970257
PN,M,SKIP,7319,-1,-0.02278197555302175
PN,M,SKIP,7320,-1,-0.05369751845273257
PN,M,SKIP,7321,-1,-0.11374355909970257
PN,M,SKIP,7322,-1,-0.03571445255482325
PN,M,SKIP,7323,-1,-0.11884643788191618
PN,M,SKIP,7324,-1,-0.08106971814346586
PN,M,SKIP,7325,-1,-0.05068898739453087
PN,M,SKIP,7327,-1,-0.07513621235330603
PN,M,ENTER,7328,-1,0.04772214129974717
PN,M,HOLD,7333,-1,0.0030229490930257508
PN,M,REVERSE,7334,1,0.06119230059937747
PN,M,REVERSE,7335,-1,0.0037804501759132747
PN,M,REVERSE,7336,1,0.017497946061819647
PN,M,REVERSE,7337,-1,0.02175643247087372
PN,M,EXIT,7339,0,-0.0066721209745283505
PN,M,ENTER,7341,-1,0.04571454145309162
PN,M,HOLD,7342,-1,0.006805750654490184
PN,M,REVERSE,7343,1,0.07884757409892851
PN,M,EXIT,7344,0,-0.004813705264636814
PN,M,ENTER,7346,1,0.10582105020644583
PN,M,HOLD,7349,1,0.14243562434598078
PN,M,EXIT,7366,0,-inf
PN,M,SKIP_INELIGIBLE,7368,1,
PN,M,SKIP_INELIGIBLE,7369,1,
PN,M,SKIP_INELIGIBLE,7375,-1,
PN,M,SKIP_INELIGIBLE,7376,1,
PN,M,SKIP_INELIGIBLE,7377,1,
PN,M,SKIP_INELIGIBLE,7381,1,
PN,M,SKIP_INELIGIBLE,7382,1,
PN,M,SKIP_INELIGIBLE,7385,1,
PN,M,SKIP_INELIGIBLE,7386,1,
PN,M,SKIP_INELIGIBLE,7387,1,
PN,M,ENTER,7388,1,0.04060043065985125
PN,M,EXIT,7389,0,-inf
PN,M,SKIP,7391,-1,-0.016668137781146508
PN,M,SKIP,7393,-1,-0.01685793304731764
PN,M,SKIP_INELIGIBLE,7394,-1,
PN,M,SKIP_INELIGIBLE,7396,1,
PN,M,ENTER,7439,-1,0.13845842588303714
PN,M,HOLD,7441,-1,0.0027855528453921696
PN,M,HOLD,7449,-1,0.09834930889836824
PN,M,REVERSE,7458,1,0.0242585243088817
PN,M,EXIT,7460,0,-0.007488083436989923
PN,M,SKIP,7462,-1,-0.04224195124223573
PN,M,SKIP_INELIGIBLE,7463,-1,
PN,M,SKIP_INELIGIBLE,7467,-1,
PN,M,SKIP_INELIGIBLE,7468,-1,
PN,M,SKIP_INELIGIBLE,7469,-1,
PN,M,SKIP_INELIGIBLE,7470,-1,
PN,M,SKIP_INELIGIBLE,7471,-1,
PN,M,ENTER,7472,-1,0.03663830470378393
PN,M,HOLD,7473,-1,0.03663830470378393
PN,M,REVERSE,7474,1,0.0901227872107454
PN,M,REVERSE,7475,-1,0.09904093554498755
PN,M,HOLD,7476,-1,0.07008679318044009
PN,M,HOLD,7477,-1,0.09904093554498755
PN,M,EXIT,7493,0,-0.06959618135150358
PN,M,SKIP,7495,1,-0.006922479972809148
PN,M,ENTER,7496,1,0.038146271824415545
PN,M,HOLD,7501,1,0.04348599460528868
PN,M,REVERSE,7502,-1,0.1394428093055201
PN,M,HOLD,7506,-1,0.06311867635648338
PN,M,REVERSE,7508,1,0.0466190138087022
PN,M,REVERSE,7509,-1,0.7472325683404712
PN,M,REVERSE,7536,1,0.15416190283172093
PN,M,REVERSE,7542,-1,0.048590379129335115
PN,M,REVERSE,7544,1,0.007869784033320892
PN,M,EXIT,7546,0,-0.012691731436266895
PN,M,SKIP,7548,-1,-0.026482332365839523
PN,M,SKIP,7549,-1,-0.009109814112453707
PN,M,SKIP_INELIGIBLE,7551,-1,
PN,M,SKIP_INELIGIBLE,7552,-1,
PN,M,SKIP_INELIGIBLE,7553,-1,
PN,M,SKIP_INELIGIBLE,7554,-1,
PN,M,SKIP_INELIGIBLE,7557,-1,
PN,M,SKIP,7580,1,-0.03485912980272998
PN,M,SKIP,7581,1,-0.015299841160309247
PN,M,SKIP,7585,1,-0.22541818109904543
PN,M,SKIP,7586,1,-0.22541818109904543
PN,M,SKIP,7587,1,-0.04857638382856588
PN,M,SKIP,7590,1,-0.007508757758701912
PN,M,SKIP,7592,1,-0.04857638382856588
PN,M,SKIP,7593,-1,-0.13169136018022515
PN,M,SKIP_INELIGIBLE,7595,-1,
PN,M,SKIP_INELIGIBLE,7596,-1,
PN,M,SKIP_INELIGIBLE,7600,-1,
PN,M,SKIP_INELIGIBLE,7601,-1,
PN,M,SKIP_INELIGIBLE,7603,-1,
PN,M,SKIP_INELIGIBLE,7605,-1,
PN,M,SKIP_INELIGIBLE,7611,-1,
PN,M,SKIP_INELIGIBLE,7612,-1,
PN,M,SKIP_INELIGIBLE,7613,-1,
PN,M,SKIP_INELIGIBLE,7620,-1,
PN,M,SKIP_INELIGIBLE,7623,-1,
PN,M,SKIP_INELIGIBLE,7629,-1,
PN,M,SKIP_INELIGIBLE,7630,1,
PN,M,SKIP_INELIGIBLE,7637,1,
PN,M,SKIP_INELIGIBLE,7638,1,
PN,M,SKIP_INELIGIBLE,7639,-1,
PN,M,SKIP_INELIGIBLE,7640,1,
PN,M,SKIP_INELIGIBLE,7645,-1,
PN,M,SKIP_INELIGIBLE,7646,-1,
PN,M,SKIP_INELIGIBLE,7649,-1,
PN,M,SKIP_INELIGIBLE,7650,-1,
PN,M,SKIP_INELIGIBLE,7651,-1,
PN,M,SKIP_INELIGIBLE,7652,-1,
PN,M,SKIP,7662,-1,-0.08104968882952457
PN,M,ENTER,7666,1,0.09376034293525715
PN,M,REVERSE,7695,-1,0.016210300340587458
PN,M,REVERSE,7697,1,0.3526646336204915
PN,M,EXIT,7743,0,-0.01598079156958432
PN,M,SKIP_INELIGIBLE,7745,-1,
PN,M,SKIP_INELIGIBLE,7746,-1,
PN,M,SKIP_INELIGIBLE,7747,-1,
PN,M,SKIP_INELIGIBLE,7748,-1,
PN,M,SKIP_INELIGIBLE,7749,-1,
PN,M,SKIP_INELIGIBLE,7751,-1,
PN,M,SKIP_INELIGIBLE,7752,-1,
PN,M,SKIP,7753,-1,-0.10015122940105958
PN,M,SKIP,7754,1,-0.05381600739746162
PN,M,ENTER,7756,1,0.05986932126923128
PN,M,EXIT,7757,0,-0.006960614001165322
PN,M,SKIP,7759,1,-0.030869408734136794
PN,M,SKIP,7760,1,-0.04943017099746233
PN,M,SKIP,7761,1,-0.04943017099746233
PN,M,SKIP,7764,1,-0.021799785703396968
PN,M,ENTER,7766,-1,0.03108310794214142
PN,M,EXIT,7771,0,-inf
PN,M,SKIP,7833,1,-0.1207901861850596
PN,M,SKIP_INELIGIBLE,7834,-1,
PN,M,SKIP_INELIGIBLE,7835,-1,
PN,M,SKIP,7837,1,-0.16394451830249596
PN,M,ENTER,7841,1,0.0584274763429109
PN,M,REVERSE,7847,-1,0.23206668785182377
PN,M,EXIT,7848,0,-inf
PN,M,SKIP_INELIGIBLE,7850,-1,
PN,M,SKIP_INELIGIBLE,7851,-1,
PN,M,SKIP_INELIGIBLE,7854,-1,
PN,M,SKIP_INELIGIBLE,7856,-1,
PN,M,SKIP_INELIGIBLE,7859,-1,
PN,M,SKIP_INELIGIBLE,7860,-1,
PN,M,SKIP_INELIGIBLE,7861,-1,
PN,M,SKIP_INELIGIBLE,7862,-1,
PN,M,SKIP_INELIGIBLE,7863,1,
PN,M,SKIP_INELIGIBLE,7864,1,
PN,M,SKIP,7865,1,-0.10170359917842647
PN,M,SKIP,7866,1,-0.10170359917842647
PN,M,SKIP,7867,1,-0.07316122247241985
PN,M,ENTER,7868,1,0.12551725765592714
PN,M,ENTER,7971,1,0.07889148752586106
PN,M,REVERSE,7973,-1,0.4584766864941612
PN,M,EXIT,8001,0,-0.001598848980471801
PN,M,ENTER,8003,-1,0.10789925719702476
PN,M,REVERSE,8013,1,0.01862230260711284
PN,M,REVERSE,8014,-1,0.09304012105751991
PN,M,HOLD,8015,-1,0.03244560277933256
PN,M,REVERSE,8016,1,0.020305064805504258
PN,M,HOLD,8017,1,0.01862230260711284
PN,M,HOLD,8018,1,0.12306351521484515
PN,M,REVERSE,8053,-1,0.7383982138559846
PN,M,EXIT,8085,0,-0.010589037288812608
PN,M,SKIP,8087,-1,-0.050058868856899474
PN,M,SKIP,8088,-1,-0.1408470225054687
PN,M,SKIP,8089,-1,-0.050058868856899474
PN,M,ENTER,8090,-1,0.09456693408749761
PN,M,EXIT,8091,0,-0.012766774618481636
PN,M,SKIP,8094,1,-0.0327837188954197
PN,M,SKIP,8095,1,-0.028558918697655478
PN,M,SKIP,8096,1,-0.0327837188954197
PN,M,SKIP,8097,1,-0.03130758034229919
PN,M,SKIP_INELIGIBLE,8101,1,
PN,M,SKIP_INELIGIBLE,8102,1,
PN,M,SKIP_INELIGIBLE,8103,1,
PN,M,ENTER,8104,1,0.02243826712916297
PN,M,EXIT,8105,0,-inf
PN,M,SKIP_INELIGIBLE,8107,1,
PN,M,SKIP_INELIGIBLE,8108,1,
PN,M,SKIP_INELIGIBLE,8109,1,
PN,M,SKIP_INELIGIBLE,8110,1,
PN,M,SKIP_INELIGIBLE,8114,1,
PN,M,SKIP_INELIGIBLE,8115,1,
PN,M,SKIP_INELIGIBLE,8116,1,
PN,M,SKIP_INELIGIBLE,8117,1,
PN,M,SKIP_INELIGIBLE,8118,1,
PN,M,SKIP_INELIGIBLE,8135,1,
PN,M,SKIP_INELIGIBLE,8136,1,
PN,M,SKIP_INELIGIBLE,8137,1,
PN,M,SKIP,8140,-1,-0.1551130302583298
PN,M,SKIP,8141,-1,-0.04116188791265363
PN,M,ENTER,8143,-1,0.06542370892396343
PN,M,EXIT,8144,0,-0.017159436816367002
PN,M,SKIP,8147,-1,-0.03851185937172663
PN,M,SKIP,8149,-1,-0.17108661657622204
PN,M,SKIP,8153,-1,-0.17793497204520736
PN,M,SKIP,8154,-1,-0.08455698064731632
PN,M,SKIP,8155,-1,-0.15126855479945722
PN,M,SKIP,8156,-1,-0.021682246281003126
PN,M,SKIP,8157,-1,-0.06693611655564025
PN,M,SKIP,8158,-1,-0.06693611655564025
PN,M,SKIP,8159,-1,-0.031872225047530844
PN,M,SKIP,8160,-1,-0.06693611655564025
PN,M,ENTER,8161,-1,0.009176480283749622
PN,M,HOLD,8173,-1,0.006588725994385036
PN,M,REVERSE,8176,1,0.007009161672165032
PN,M,REVERSE,8177,-1,0.10751605094712263
PN,M,HOLD,8178,-1,0.005460925920761361
PN,M,REVERSE,8179,1,0.038219612132615155
PN,M,EXIT,8181,0,-0.01433811879172281
PN,M,ENTER,8183,1,0.134911361351904
PN,M,REVERSE,8184,-1,0.08699420207032676
PN,M,EXIT,8190,0,-inf
PN,M,SKIP,8219,1,-0.09510949025729543
PN,M,SKIP,8224,-1,-0.07057025700622799
PN,M,SKIP,8225,-1,-0.0649224683027777
PN,M,SKIP,8227,-1,-0.11242979361173622
PN,M,ENTER,8228,-1,0.07470453023597057
PN,M,EXIT,8246,0,-inf
PN,M,SKIP_INELIGIBLE,8282,1,
PN,M,SKIP_INELIGIBLE,8283,1,
PN,M,SKIP_INELIGIBLE,8285,1,
PN,M,ENTER,8287,-1,0.23115183329739486
PN,M,REVERSE,8292,1,0.24341295482980502
PN,M,HOLD,8293,1,0.1472671751219276
PN,M,EXIT,8294,0,-inf
PN,M,ENTER,8296,1,0.023093231887854837
PN,M,REVERSE,8297,-1,0.0963174104756902
PN,M,EXIT,8298,0,-inf
PN,M,SKIP_INELIGIBLE,8300,1,
PN,M,ENTER,8301,1,0.016812756052126787
PN,M,EXIT,8302,0,-inf
PN,M,SKIP_INELIGIBLE,8304,1,
PN,M,SKIP,8305,1,-0.040270829388256046
PN,M,ENTER,8306,1,0.010368397655325101
PN,M,EXIT,8307,0,-inf
PN,M,ENTER,8309,1,0.027556334134595406
PN,M,EXIT,8310,0,-inf
PN,M,SKIP_INELIGIBLE,8313,1,
PN,M,SKIP_INELIGIBLE,8316,1,
PN,M,ENTER,8317,1,0.024571150263543506
PN,M,EXIT,8318,0,-inf
PN,M,ENTER,8320,-1,0.09699891296014795
PN,M,REVERSE,8321,1,0.23417230897209274
PN,M,HOLD,8324,1,0.2093995255521081
PN,M,REVERSE,8325,-1,0.10716990112055319
PN,M,HOLD,8326,-1,0.15068598536085737
PN,M,HOLD,8327,-1,0.10716990112055319
PN,M,HOLD,8329,-1,0.0785239842156964
PN,M,REVERSE,8330,1,0.03796510445316281
PN,M,REVERSE,8331,-1,0.0947430558468958
PN,M,REVERSE,8332,1,0.1612555264102219
PN,M,REVERSE,8333,-1,0.7503160362853726
PN,M,EXIT,8344,0,-inf
PN,M,SKIP,8346,-1,-0.041954166217006206
PN,M,ENTER,8347,-1,0.02982628144965127
PN,M,EXIT,8350,0,-inf
PN,M,SKIP,8352,-1,-0.028552489681096804
PN,M,SKIP_INELIGIBLE,8354,1,
PN,M,SKIP_INELIGIBLE,8355,1,
PN,M,SKIP_INELIGIBLE,8356,1,
PN,M,SKIP_INELIGIBLE,8357,1,
PN,M,SKIP_INELIGIBLE,8358,1,
PN,M,SKIP_INELIGIBLE,8359,1,
PN,M,SKIP_INELIGIBLE,8360,1,
PN,M,SKIP_INELIGIBLE,8366,1,
PN,M,SKIP_INELIGIBLE,8367,1,
PN,M,SKIP_INELIGIBLE,8368,1,
PN,M,SKIP_INELIGIBLE,8369,1,
PN,M,SKIP_INELIGIBLE,8370,1,
PN,M,SKIP_INELIGIBLE,8371,1,
PN,M,SKIP_INELIGIBLE,8372,1,
PN,M,ENTER,8373,-1,0.009065163330296888
PN,M,EXIT,8376,0,-inf
PN,M,SKIP_INELIGIBLE,8378,1,
PN,M,SKIP_INELIGIBLE,8379,1,
PN,M,SKIP_INELIGIBLE,8380,1,
PN,M,SKIP_INELIGIBLE,8381,1,
PN,M,SKIP_INELIGIBLE,8382,1,
PN,M,SKIP_INELIGIBLE,8383,1,
PN,M,SKIP_INELIGIBLE,8385,1,
PN,M,SKIP_INELIGIBLE,8386,-1,
PN,M,SKIP,8387,-1,-0.05352945276945381
PN,M,SKIP,8388,-1,-0.03837346709232792
PN,M,SKIP,8389,-1,-0.12426037741166973
PN,M,SKIP,8390,-1,-0.1196254535898793
PN,M,SKIP,8391,-1,-0.1196254535898793
PN,M,SKIP,8392,-1,-0.06626646733595576
PN,M,SKIP,8393,-1,-0.007187000300757029
PN,M,SKIP,8394,-1,-0.08558752611683179
PN,M,SKIP,8395,-1,-0.16396076109917201
PN,M,SKIP,8396,-1,-0.06923871622967159
PN,M,ENTER,8397,-1,0.010430216864756092
PN,M,HOLD,8399,-1,0.009652679988262691
PN,M,REVERSE,8400,1,0.03422212079731257
PN,M,REVERSE,8402,-1,0.03925146080216796
PN,M,EXIT,8403,0,-inf
PN,M,SKIP_INELIGIBLE,8405,-1,
PN,M,SKIP_INELIGIBLE,8406,1,
PN,M,SKIP_INELIGIBLE,8407,1,
PN,M,SKIP_INELIGIBLE,8408,1,
PN,M,SKIP_INELIGIBLE,8409,1,
PN,M,SKIP_INELIGIBLE,8416,1,
PN,M,SKIP_INELIGIBLE,8418,1,
PN,M,SKIP_INELIGIBLE,8419,1,
PN,M,SKIP_INELIGIBLE,8420,1,
PN,M,SKIP_INELIGIBLE,8421,1,
PN,M,ENTER,8424,1,0.029809783404966816
PN,M,EXIT,8425,0,-inf
PN,M,SKIP_INELIGIBLE,8427,1,
PN,M,SKIP_INELIGIBLE,8428,1,
PN,M,SKIP_INELIGIBLE,8429,1,
PN,M,SKIP_INELIGIBLE,8436,1,
PN,M,SKIP_INELIGIBLE,8437,1,
PN,M,SKIP_INELIGIBLE,8440,1,
PN,M,SKIP_INELIGIBLE,8441,-1,
PN,M,SKIP_INELIGIBLE,8442,-1,
PN,M,SKIP_INELIGIBLE,8443,-1,
PN,M,ENTER,8444,-1,0.02144291647909713
PN,M,EXIT,8445,0,-inf
PN,M,SKIP_INELIGIBLE,8447,1,
PN,M,SKIP_INELIGIBLE,8448,1,
PN,M,SKIP_INELIGIBLE,8449,1,
PN,M,SKIP_INELIGIBLE,8450,1,
PN,M,SKIP_INELIGIBLE,8451,1,
PN,M,SKIP_INELIGIBLE,8452,1,
PN,M,SKIP_INELIGIBLE,8453,1,
PN,M,ENTER,8454,1,0.0029023388138064155
PN,M,EXIT,8455,0,-inf
PN,M,SKIP_INELIGIBLE,8457,1,
PN,M,SKIP_INELIGIBLE,8458,1,
PN,M,SKIP_INELIGIBLE,8460,1,
PN,M,SKIP_INELIGIBLE,8461,1,
PN,M,SKIP,8462,-1,-0.011075148942524815
PN,M,ENTER,8463,-1,0.011756176791713646
PN,M,REVERSE,8464,1,0.0677320635806612
PN,M,HOLD,8465,1,0.03300548062575154
PN,M,REVERSE,8466,-1,0.061157060579926925
PN,M,REVERSE,8467,1,0.01293404500541162
PN,M,EXIT,8468,0,-inf
PN,M,SKIP_INELIGIBLE,8470,1,
PN,M,SKIP_INELIGIBLE,8471,1,
PN,M,SKIP,8475,1,-0.08272368572111166
PN,M,SKIP,8477,1,-0.007246089880658835
PN,M,SKIP_INELIGIBLE,8478,1,
PN,M,SKIP_INELIGIBLE,8479,1,
PN,M,SKIP_INELIGIBLE,8480,1,
PN,M,SKIP_INELIGIBLE,8482,1,
PN,M,SKIP_INELIGIBLE,8483,1,
PN,M,SKIP_INELIGIBLE,8484,1,
PN,M,SKIP_INELIGIBLE,8485,1,
PN,M,SKIP_INELIGIBLE,8486,1,
PN,M,SKIP_INELIGIBLE,8487,1,
PN,M,SKIP_INELIGIBLE,8488,1,
PN,M,SKIP_INELIGIBLE,8529,-1,
PN,M,SKIP_INELIGIBLE,8530,-1,
PN,M,SKIP_INELIGIBLE,8532,-1,
PN,M,SKIP_INELIGIBLE,8584,-1,
PN,M,SKIP_INELIGIBLE,8585,-1,
PN,M,SKIP_INELIGIBLE,8586,-1,
PN,M,SKIP_INELIGIBLE,8595,-1,
PN,M,SKIP_INELIGIBLE,8596,1,
PN,M,SKIP_INELIGIBLE,8597,1,
PN,M,SKIP_INELIGIBLE,8601,1,
PN,M,SKIP_INELIGIBLE,8602,1,
PN,M,SKIP_INELIGIBLE,8604,1,
PN,M,SKIP,8607,-1,-0.025109042250018754
PN,M,SKIP,8608,-1,-0.06100812531494193
PN,M,ENTER,8609,-1,0.14411632323606205
PN,M,REVERSE,8613,1,0.21869855764738055
PN,M,HOLD,8629,1,0.0917248804682842
PN,M,REVERSE,8652,-1,0.06369637459865679
PN,M,HOLD,8653,-1,0.07821204302871843
PN,M,HOLD,8654,-1,0.3816601542193072
PN,M,HOLD,8660,-1,0.015531358832472975
PN,M,REVERSE,8661,1,0.039725831024490454
PN,M,EXIT,8706,0,-inf
PN,M,SKIP_INELIGIBLE,8708,-1,
PN,M,SKIP_INELIGIBLE,8709,-1,
PN,M,SKIP_INELIGIBLE,8710,-1,
PN,M,SKIP_INELIGIBLE,8711,-1,
PN,M,SKIP,8712,1,-0.0027612423235205408
PN,M,SKIP,8713,1,-0.0086256927588933
PN,M,SKIP,8714,1,-0.05466408838337311
PN,M,ENTER,8715,1,0.006513254051759398
PN,M,EXIT,8716,0,-0.0009515366867097752
PN,M,SKIP,8722,1,-0.03441969130661404
PN,M,SKIP,8724,1,-0.1074411880061506
PN,M,ENTER,8725,1,0.06491853377004597
PN,M,REVERSE,8736,-1,0.1027821760342621
PN,M,HOLD,8744,-1,0.036836798567055684
PN,M,HOLD,8746,-1,0.019661054632320207
PN,M,EXIT,8747,0,-inf
PN,M,SKIP_INELIGIBLE,8749,-1,
PN,M,SKIP_INELIGIBLE,8750,-1,
PN,M,SKIP_INELIGIBLE,8751,-1,
PN,M,SKIP_INELIGIBLE,8752,-1,
PN,M,SKIP_INELIGIBLE,8753,-1,
PN,M,SKIP_INELIGIBLE,8754,-1,
PN,M,SKIP_INELIGIBLE,8755,-1,
PN,M,SKIP_INELIGIBLE,8756,-1,
PN,M,SKIP_INELIGIBLE,8757,-1,
PN,M,ENTER,8758,-1,0.05009144711856656
PN,M,HOLD,8759,-1,0.05009144711856656
PN,M,EXIT,8760,0,-inf
PN,M,ENTER,8762,-1,0.09775136731738171
PN,M,EXIT,8763,0,-inf
PN,M,SKIP,8765,1,-0.05350716868688554
PN,M,ENTER,8768,1,0.047727591837622096
PN,M,EXIT,8769,0,-inf
PN,M,SKIP,8771,1,-0.011696043158635816
PN,M,SKIP,8776,1,-0.009850887480992943
PN,M,ENTER,8778,1,0.006966314550811203
PN,M,HOLD,8781,1,0.09656289761986242
PN,M,HOLD,8784,1,0.034002293853346466
PN,M,HOLD,8785,1,0.1022885828265554
PN,M,REVERSE,8786,-1,0.8063790236446982
PN,M,HOLD,8836,-1,0.1340954395939461
PN,M,HOLD,8867,-1,0.024634447950782623
PN,M,EXIT,8868,0,-0.0201028227355875
PN,M,ENTER,8870,1,0.07249567905931775
PN,M,REVERSE,8871,-1,0.11158753547283357
PN,M,HOLD,8873,-1,0.10272905897662177
PN,M,HOLD,8874,-1,0.0973897141373462
PN,M,HOLD,8875,-1,0.10725682677023368
PN,M,EXIT,8890,0,-inf
PN,M,SKIP_INELIGIBLE,8894,1,
