symbol,touch_behavior,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
ALL,CLOSE_BEYOND,fade,conservative,0.5,1.0,6,1331,612.272,1331,-0.134586,-0.171584,-1.0,0.413974,-1.0,1.0,0.407213,0.384673,0.008264,0.19985,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,1.5,6,13880,10051.9912,13880,-0.06257,-0.063591,-1.0,0.375072,-1.0,1.5,0.368156,0.582781,0.013184,0.035879,0.000216,0.000288
ALL,BREACH_RECLAIM,fade,conservative,0.5,1.5,6,1272,647.7368,1272,-0.108961,-0.169115,-1.0,0.333333,-1.0,1.5,0.32783,0.603774,0.007075,0.061321,0.002358,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.5,1.5,6,1331,612.272,1331,-0.024034,-0.056633,-1.0,0.377911,-1.0,1.5,0.37115,0.50263,0.009767,0.116454,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,2.0,6,13880,10051.9912,13880,-0.036825,-0.041175,-1.0,0.325072,-1.0,2.0,0.303746,0.643804,0.033213,0.019236,0.000432,0.00072
ALL,BREACH_RECLAIM,fade,conservative,0.5,2.0,6,1272,647.7368,1272,-0.063269,-0.143146,-1.0,0.293239,-1.0,2.0,0.272799,0.662736,0.022013,0.042453,0.002358,0.000786
ALL,CLOSE_BEYOND,fade,conservative,0.5,2.0,6,1331,612.272,1331,0.007837,-0.020947,-1.0,0.329827,-1.0,2.0,0.315552,0.595041,0.018783,0.070624,0.000751,0.0
ALL,NO_BREACH,fade,conservative,0.5,2.5,6,13880,10051.9912,13880,-0.022296,-0.025942,-1.0,0.293084,-1.0,2.5,0.249352,0.678963,0.061023,0.010663,0.000432,0.000144
ALL,BREACH_RECLAIM,fade,conservative,0.5,2.5,6,1272,647.7368,1272,-0.030426,-0.108144,-1.0,0.27044,-1.0,2.5,0.234277,0.709906,0.040881,0.014937,0.002358,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.5,2.5,6,1331,612.272,1331,0.036719,0.027466,-1.0,0.304282,-1.0,2.5,0.277986,0.634861,0.03456,0.052592,0.000751,0.0
ALL,NO_BREACH,fade,conservative,0.5,3.0,6,13880,10051.9912,13880,-0.014344,-0.018238,-1.0,0.27255,-1.0,3.0,0.203963,0.699424,0.089841,0.006772,0.000432,0.000793
ALL,BREACH_RECLAIM,fade,conservative,0.5,3.0,6,1272,647.7368,1272,-0.024539,-0.104594,-1.0,0.250786,-1.0,3.0,0.194182,0.734277,0.062893,0.008648,0.002358,0.001572
ALL,CLOSE_BEYOND,fade,conservative,0.5,3.0,6,1331,612.272,1331,0.081902,0.062553,-1.0,0.278738,-1.0,3.0,0.249437,0.681443,0.039068,0.030053,0.000751,0.0
ALL,NO_BREACH,fade,conservative,0.75,1.0,6,13880,10051.9912,13880,-0.026329,-0.031651,-0.530804,0.481412,-1.0,1.0,0.462968,0.482493,0.041931,0.012608,0.000937,0.00072
ALL,BREACH_RECLAIM,fade,conservative,0.75,1.0,6,1272,647.7368,1272,-0.101056,-0.140844,-1.0,0.428459,-1.0,1.0,0.415094,0.523585,0.029088,0.032233,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.75,1.0,6,1331,612.272,1331,0.006214,-0.030333,-1.0,0.485349,-1.0,1.0,0.473328,0.446281,0.018032,0.062359,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.75,1.5,6,13880,10051.9912,13880,-0.007209,-0.013242,-1.0,0.404827,-1.0,1.5,0.344164,0.547695,0.10353,0.004611,0.001009,0.001081
ALL,BREACH_RECLAIM,fade,conservative,0.75,1.5,6,1272,647.7368,1272,-0.078259,-0.132966,-1.0,0.355346,-1.0,1.5,0.312893,0.599843,0.074686,0.012579,0.0,0.000786
ALL,CLOSE_BEYOND,fade,conservative,0.75,1.5,6,1331,612.272,1331,0.037444,0.018852,-1.0,0.415477,-1.0,1.5,0.382419,0.538693,0.049587,0.029301,0.001503,0.000751
ALL,NO_BREACH,fade,conservative,0.75,2.0,6,13880,10051.9912,13880,0.005336,-0.0001,-1.0,0.367363,-1.0,2.0,0.253818,0.575504,0.16902,0.001657,0.001009,0.001081
ALL,BREACH_RECLAIM,fade,conservative,0.75,2.0,6,1272,647.7368,1272,-0.058745,-0.119347,-1.0,0.324686,-1.0,2.0,0.238994,0.631289,0.123428,0.006289,0.0,0.001572
ALL,CLOSE_BEYOND,fade,conservative,0.75,2.0,6,1331,612.272,1331,0.078839,0.0701,-1.0,0.37716,-1.0,2.0,0.319309,0.589782,0.081893,0.009016,0.001503,0.0
ALL,NO_BREACH,fade,conservative,0.75,2.5,6,13880,10051.9912,13880,0.008099,0.006293,-1.0,0.348919,-1.0,2.5,0.185159,0.588329,0.225793,0.00072,0.001009,0.0
ALL,BREACH_RECLAIM,fade,conservative,0.75,2.5,6,1272,647.7368,1272,-0.077866,-0.127356,-1.0,0.301101,-1.0,2.5,0.179245,0.652516,0.166667,0.001572,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.75,2.5,6,1331,612.272,1331,0.103604,0.105223,-1.0,0.350113,-1.0,2.5,0.26296,0.61157,0.118708,0.006762,0.001503,0.0
ALL,NO_BREACH,fade,conservative,0.75,3.0,6,13880,10051.9912,13880,0.011465,0.010656,-1.0,0.342363,-1.0,3.0,0.132493,0.592867,0.274063,0.000576,0.001009,0.000216
ALL,BREACH_RECLAIM,fade,conservative,0.75,3.0,6,1272,647.7368,1272,-0.071403,-0.121385,-1.0,0.29717,-1.0,3.0,0.125786,0.654874,0.217767,0.001572,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.75,3.0,6,1331,612.272,1331,0.118816,0.106732,-1.0,0.335838,-1.0,3.0,0.197596,0.619083,0.17731,0.006011,0.001503,0.0
ALL,NO_BREACH,fade,conservative,1.0,1.0,6,13880,10051.9912,13880,0.003201,-0.000669,0.0,0.488689,-1.0,1.0,0.427161,0.422839,0.147911,0.002089,0.000216,0.001009
ALL,BREACH_RECLAIM,fade,conservative,1.0,1.0,6,1272,647.7368,1272,-0.083333,-0.094379,-0.568277,0.451258,-1.0,1.0,0.396226,0.482704,0.116352,0.004717,0.0,0.001572
ALL,CLOSE_BEYOND,fade,conservative,1.0,1.0,6,1331,612.272,1331,0.02994,0.004904,0.0,0.494365,-1.0,1.0,0.46882,0.435011,0.069872,0.026296,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.0,1.5,6,13880,10051.9912,13880,0.011082,0.007889,-0.345654,0.425432,-1.0,1.5,0.280259,0.456772,0.262392,0.000576,0.000216,0.001297
ALL,BREACH_RECLAIM,fade,conservative,1.0,1.5,6,1272,647.7368,1272,-0.062411,-0.08836,-1.0,0.393082,-1.0,1.5,0.269654,0.517296,0.212264,0.000786,0.0,0.001572
ALL,CLOSE_BEYOND,fade,conservative,1.0,1.5,6,1331,612.272,1331,0.075282,0.070327,-0.58102,0.442524,-1.0,1.5,0.360631,0.486852,0.145755,0.006762,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.0,2.0,6,13880,10051.9912,13880,0.01302,0.013153,-0.466718,0.402594,-1.0,2.0,0.181916,0.4683,0.34928,0.000504,0.000216,7.2e-05
ALL,BREACH_RECLAIM,fade,conservative,1.0,2.0,6,1272,647.7368,1272,-0.078559,-0.098778,-1.0,0.363208,-1.0,2.0,0.180031,0.533805,0.285377,0.000786,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.0,2.0,6,1331,612.272,1331,0.09738,0.09899,-1.0,0.409467,-1.0,2.0,0.265965,0.507137,0.220887,0.006011,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.0,2.5,6,13880,10051.9912,13880,0.012573,0.012716,-0.514891,0.395389,-1.0,2.5,0.114769,0.472767,0.412176,0.000288,0.000216,7.2e-05
ALL,BREACH_RECLAIM,fade,conservative,1.0,2.5,6,1272,647.7368,1272,-0.076917,-0.097282,-1.0,0.357704,-1.0,2.5,0.111635,0.536164,0.351415,0.000786,0.0,0.002358
ALL,CLOSE_BEYOND,fade,conservative,1.0,2.5,6,1331,612.272,1331,0.083178,0.088726,-1.0,0.392938,-1.0,2.5,0.179564,0.51991,0.297521,0.003005,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.0,3.0,6,13880,10051.9912,13880,0.021294,0.020649,-0.52222,0.392795,-1.0,1.96836,0.078963,0.474063,0.44683,0.000144,0.000216,0.000144
ALL,BREACH_RECLAIM,fade,conservative,1.0,3.0,6,1272,647.7368,1272,-0.083961,-0.101405,-1.0,0.355346,-1.0,2.046379,0.065252,0.538522,0.39544,0.000786,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.0,3.0,6,1331,612.272,1331,0.101278,0.105712,-1.0,0.386927,-1.0,3.0,0.133734,0.525169,0.341097,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,1.0,6,13880,10051.9912,13880,0.007994,0.007285,0.0,0.482277,-1.0,1.0,0.365202,0.345533,0.288545,0.00072,0.000793,0.000216
ALL,BREACH_RECLAIM,fade,conservative,1.25,1.0,6,1272,647.7368,1272,-0.022597,-0.042719,-0.127121,0.467767,-1.0,1.0,0.367925,0.39544,0.235849,0.000786,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,1.0,6,1331,612.272,1331,0.063144,0.026029,0.046034,0.500376,-1.0,1.0,0.437265,0.385424,0.157776,0.019534,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,1.5,6,13880,10051.9912,13880,0.010135,0.010489,-0.152453,0.436383,-1.0,1.5,0.212464,0.362824,0.424424,0.000288,0.000793,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.25,1.5,6,1272,647.7368,1272,-0.044004,-0.068045,-0.404569,0.407233,-1.0,1.5,0.216195,0.420597,0.362421,0.000786,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,1.5,6,1331,612.272,1331,0.090619,0.068503,-0.266183,0.44553,-1.0,1.5,0.312547,0.426747,0.255447,0.005259,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,2.0,6,13880,10051.9912,13880,0.010692,0.010257,-0.176373,0.425793,-1.0,2.0,0.119308,0.367723,0.51268,0.000288,0.000793,7.2e-05
ALL,BREACH_RECLAIM,fade,conservative,1.25,2.0,6,1272,647.7368,1272,-0.036316,-0.064671,-0.406705,0.397799,-1.0,2.0,0.120283,0.422956,0.455975,0.000786,0.0,0.002358
ALL,CLOSE_BEYOND,fade,conservative,1.25,2.0,6,1331,612.272,1331,0.083754,0.059543,-0.309923,0.422239,-1.0,2.0,0.18858,0.438768,0.369647,0.003005,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,2.5,6,13880,10051.9912,13880,0.016499,0.016341,-0.181758,0.422839,-1.0,1.584758,0.073559,0.368876,0.557421,0.000144,0.000793,0.000144
ALL,BREACH_RECLAIM,fade,conservative,1.25,2.5,6,1272,647.7368,1272,-0.037258,-0.061249,-0.407059,0.394654,-1.0,1.670352,0.070755,0.424528,0.503931,0.000786,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,2.5,6,1331,612.272,1331,0.097711,0.081399,-0.331972,0.416228,-1.0,2.5,0.133734,0.443276,0.42299,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.25,3.0,6,13880,10051.9912,13880,0.017969,0.016373,-0.182494,0.422118,-1.0,1.479182,0.044669,0.369092,0.586167,7.2e-05,0.000793,7.2e-05
ALL,BREACH_RECLAIM,fade,conservative,1.25,3.0,6,1272,647.7368,1272,-0.042335,-0.082069,-0.407059,0.390723,-1.0,1.569875,0.03695,0.425314,0.537736,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.25,3.0,6,1331,612.272,1331,0.10112,0.076353,-0.331972,0.411721,-1.0,2.263386,0.08565,0.444027,0.470323,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,1.0,6,13880,10051.9912,13880,0.011221,0.008749,0.0,0.475144,-1.0,1.0,0.300576,0.269452,0.429539,0.000432,0.000432,0.001297
ALL,BREACH_RECLAIM,fade,conservative,1.5,1.0,6,1272,647.7368,1272,-0.021207,-0.037069,-0.09444,0.46305,-1.0,1.0,0.308962,0.323113,0.367138,0.000786,0.0,0.001572
ALL,CLOSE_BEYOND,fade,conservative,1.5,1.0,6,1331,612.272,1331,0.055982,0.024661,0.0,0.495116,-1.0,1.0,0.390684,0.347107,0.256198,0.006011,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,1.5,6,13880,10051.9912,13880,0.014387,0.013217,-0.073468,0.447118,-1.0,1.5,0.154323,0.276153,0.569236,0.000288,0.000432,0.000216
ALL,BREACH_RECLAIM,fade,conservative,1.5,1.5,6,1272,647.7368,1272,-0.037409,-0.048326,-0.189149,0.425314,-1.0,1.5,0.154088,0.330189,0.514937,0.000786,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,1.5,6,1331,612.272,1331,0.067143,0.037769,-0.151934,0.447032,-1.0,1.5,0.237415,0.362134,0.395192,0.005259,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,2.0,6,13880,10051.9912,13880,0.017823,0.016012,-0.092445,0.441427,-1.0,1.378221,0.083069,0.278674,0.638112,0.000144,0.000432,0.000144
ALL,BREACH_RECLAIM,fade,conservative,1.5,2.0,6,1272,647.7368,1272,-0.036857,-0.049952,-0.199952,0.419811,-1.0,1.450605,0.075472,0.332547,0.591195,0.000786,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,2.0,6,1331,612.272,1331,0.071298,0.048783,-0.184041,0.435011,-1.0,2.0,0.145755,0.373403,0.480841,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,2.5,6,13880,10051.9912,13880,0.018019,0.015377,-0.09363,0.440346,-1.0,1.257061,0.045101,0.278818,0.676009,7.2e-05,0.000432,7.2e-05
ALL,BREACH_RECLAIM,fade,conservative,1.5,2.5,6,1272,647.7368,1272,-0.039763,-0.064382,-0.205284,0.415094,-1.0,1.331396,0.03695,0.333333,0.629717,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,2.5,6,1331,612.272,1331,0.077474,0.051488,-0.191359,0.431255,-1.0,1.940349,0.087153,0.373403,0.539444,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.5,3.0,6,13880,10051.9912,13880,0.018357,0.016564,-0.09363,0.440274,-1.0,1.21961,0.025504,0.278818,0.695605,7.2e-05,0.000432,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.5,3.0,6,1272,647.7368,1272,-0.041493,-0.060987,-0.205284,0.415094,-1.0,1.291725,0.022799,0.333333,0.643868,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.5,3.0,6,1331,612.272,1331,0.086411,0.064654,-0.191359,0.431255,-1.0,1.748149,0.064613,0.373403,0.561983,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,1.0,6,13880,10051.9912,13880,0.012575,0.012431,0.0,0.466066,-1.0,1.0,0.197334,0.152089,0.650216,0.00036,0.0,7.2e-05
ALL,BREACH_RECLAIM,fade,conservative,2.0,1.0,6,1272,647.7368,1272,-0.014222,-0.027124,-0.062342,0.456761,-1.0,1.0,0.21305,0.201258,0.584906,0.000786,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,1.0,6,1331,612.272,1331,0.056554,0.031714,0.0,0.484598,-1.0,1.0,0.298272,0.2284,0.470323,0.003005,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,1.5,6,13880,10051.9912,13880,0.015621,0.014536,0.0,0.45598,-1.0,1.036293,0.083934,0.154467,0.761455,0.000144,0.0,0.000144
ALL,BREACH_RECLAIM,fade,conservative,2.0,1.5,6,1272,647.7368,1272,-0.01885,-0.034577,-0.09075,0.444969,-1.0,1.093047,0.077044,0.203616,0.718553,0.000786,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,1.5,6,1331,612.272,1331,0.052975,0.029597,-0.065746,0.458302,-1.0,1.5,0.149512,0.239669,0.610819,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,2.0,6,13880,10051.9912,13880,0.015306,0.014288,0.0,0.454827,-1.0,0.93046,0.037104,0.154539,0.808285,7.2e-05,0.0,0.000432
ALL,BREACH_RECLAIM,fade,conservative,2.0,2.0,6,1272,647.7368,1272,-0.024026,-0.046182,-0.091503,0.440252,-1.0,0.989695,0.032233,0.204403,0.763365,0.0,0.0,0.000786
ALL,CLOSE_BEYOND,fade,conservative,2.0,2.0,6,1331,612.272,1331,0.056447,0.03246,-0.067652,0.454545,-1.0,1.38461,0.078137,0.239669,0.682194,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,2.5,6,13880,10051.9912,13880,0.016212,0.015862,0.0,0.454755,-1.0,0.915438,0.018732,0.154611,0.826657,0.0,0.0,0.0
ALL,BREACH_RECLAIM,fade,conservative,2.0,2.5,6,1272,647.7368,1272,-0.025851,-0.048686,-0.091503,0.440252,-1.0,0.980531,0.012579,0.204403,0.783019,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,2.5,6,1331,612.272,1331,0.066555,0.041623,-0.067652,0.454545,-1.0,1.294751,0.048084,0.239669,0.712246,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,2.0,3.0,6,13880,10051.9912,13880,0.017824,0.017646,0.0,0.454395,-1.0,0.913616,0.011599,0.154899,0.833501,0.0,0.0,0.0
ALL,BREACH_RECLAIM,fade,conservative,2.0,3.0,6,1272,647.7368,1272,-0.027812,-0.050552,-0.091503,0.440252,-1.0,0.958721,0.006289,0.204403,0.789308,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,2.0,3.0,6,1331,612.272,1331,0.062209,0.03979,-0.067652,0.454545,-1.0,1.234567,0.029301,0.239669,0.731029,0.0,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,1.0,12,8971,6242.9531,8971,-0.134083,-0.138421,-1.0,0.430498,-1.0,1.0,0.430498,0.474529,0.000557,0.094415,0.000223,0.000446
ALL,BREACH_RECLAIM,fade,conservative,0.5,1.0,12,1094,534.1439,1094,-0.198656,-0.232496,-1.0,0.383912,-1.0,1.0,0.38117,0.473492,0.002742,0.142596,0.002742,0.003656
ALL,CLOSE_BEYOND,fade,conservative,0.5,1.0,12,1149,503.903,1149,-0.142159,-0.188319,-1.0,0.40644,-1.0,1.0,0.398607,0.384682,0.007833,0.208877,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,1.5,12,8971,6242.9531,8971,-0.08768,-0.089772,-1.0,0.363728,-1.0,1.5,0.363059,0.59291,0.002341,0.04169,0.000223,0.000446
ALL,BREACH_RECLAIM,fade,conservative,0.5,1.5,12,1094,534.1439,1094,-0.130313,-0.179488,-1.0,0.329068,-1.0,1.5,0.324497,0.611517,0.00457,0.059415,0.002742,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.5,1.5,12,1149,503.903,1149,-0.0374,-0.080399,-1.0,0.369887,-1.0,1.5,0.362054,0.510009,0.007833,0.120104,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.5,2.0,12,8971,6242.9531,8971,-0.068121,-0.072421,-1.0,0.309999,-1.0,2.0,0.306097,0.665366,0.006465,0.022071,0.000557,0.000557
ALL,BREACH_RECLAIM,fade,conservative,0.5,2.0,12,1094,534.1439,1094,-0.092727,-0.172858,-1.0,0.276965,-1.0,2.0,0.272395,0.676417,0.009141,0.042048,0.002742,0.000914
ALL,CLOSE_BEYOND,fade,conservative,0.5,2.0,12,1149,503.903,1149,-0.013142,-0.053445,-1.0,0.318538,-1.0,2.0,0.310705,0.612707,0.007833,0.068755,0.00087,0.0
ALL,NO_BREACH,fade,conservative,0.5,2.5,12,8971,6242.9531,8971,-0.064326,-0.066486,-1.0,0.269312,-1.0,2.5,0.261063,0.714413,0.012931,0.011593,0.000557,0.000111
ALL,BREACH_RECLAIM,fade,conservative,0.5,2.5,12,1094,534.1439,1094,-0.080458,-0.139862,-1.0,0.248629,-1.0,2.5,0.240402,0.729433,0.014625,0.015539,0.002742,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.5,2.5,12,1149,503.903,1149,0.034479,0.00047,-1.0,0.290688,-1.0,2.5,0.281114,0.656223,0.009574,0.05309,0.00087,0.0
ALL,NO_BREACH,fade,conservative,0.5,3.0,12,8971,6242.9531,8971,-0.064369,-0.064535,-1.0,0.240107,-1.0,3.0,0.222941,0.746739,0.023186,0.007134,0.000557,0.000892
ALL,BREACH_RECLAIM,fade,conservative,0.5,3.0,12,1094,534.1439,1094,-0.05233,-0.121867,-1.0,0.223949,-1.0,3.0,0.209324,0.754113,0.028336,0.008227,0.002742,0.000914
ALL,CLOSE_BEYOND,fade,conservative,0.5,3.0,12,1149,503.903,1149,0.068849,0.021,-1.0,0.261097,-1.0,3.0,0.249782,0.707572,0.011314,0.031332,0.00087,0.0
ALL,NO_BREACH,fade,conservative,0.75,1.0,12,8971,6242.9531,8971,-0.045697,-0.05396,-1.0,0.472188,-1.0,1.0,0.468956,0.50719,0.008583,0.015271,0.000669,0.000557
ALL,BREACH_RECLAIM,fade,conservative,0.75,1.0,12,1094,534.1439,1094,-0.119151,-0.154672,-1.0,0.423218,-1.0,1.0,0.418647,0.542962,0.005484,0.032907,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.75,1.0,12,1149,503.903,1149,-0.002066,-0.047423,-1.0,0.477807,-1.0,1.0,0.469974,0.456049,0.009574,0.064404,0.0,0.0
ALL,NO_BREACH,fade,conservative,0.75,1.5,12,8971,6242.9531,8971,-0.02802,-0.037009,-1.0,0.387248,-1.0,1.5,0.371308,0.593579,0.029763,0.005351,0.00078,0.001226
ALL,BREACH_RECLAIM,fade,conservative,0.75,1.5,12,1094,534.1439,1094,-0.106665,-0.155253,-1.0,0.338208,-1.0,1.5,0.332724,0.641682,0.012797,0.012797,0.0,0.000914
ALL,CLOSE_BEYOND,fade,conservative,0.75,1.5,12,1149,503.903,1149,0.025767,-0.006853,-1.0,0.400348,-1.0,1.5,0.391645,0.565709,0.011314,0.031332,0.001741,0.00087
ALL,NO_BREACH,fade,conservative,0.75,2.0,12,8971,6242.9531,8971,-0.026001,-0.032568,-1.0,0.333185,-1.0,2.0,0.295173,0.643964,0.058968,0.001895,0.00078,0.001115
ALL,BREACH_RECLAIM,fade,conservative,0.75,2.0,12,1094,534.1439,1094,-0.074598,-0.123782,-1.0,0.297075,-1.0,2.0,0.274223,0.679159,0.041133,0.005484,0.0,0.000914
ALL,CLOSE_BEYOND,fade,conservative,0.75,2.0,12,1149,503.903,1149,0.06992,0.035586,-1.0,0.354221,-1.0,2.0,0.334204,0.631854,0.023499,0.010444,0.001741,0.0
ALL,NO_BREACH,fade,conservative,0.75,2.5,12,8971,6242.9531,8971,-0.015766,-0.018326,-1.0,0.305763,-1.0,2.5,0.23732,0.66871,0.093747,0.000223,0.00078,0.000223
ALL,BREACH_RECLAIM,fade,conservative,0.75,2.5,12,1094,534.1439,1094,-0.092421,-0.118602,-1.0,0.265082,-1.0,2.5,0.222121,0.713894,0.063985,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.75,2.5,12,1149,503.903,1149,0.088245,0.056648,-1.0,0.320279,-1.0,2.5,0.280244,0.668407,0.043516,0.007833,0.001741,0.0
ALL,NO_BREACH,fade,conservative,0.75,3.0,12,8971,6242.9531,8971,-0.007816,-0.009235,-1.0,0.288708,-1.0,3.0,0.192621,0.681083,0.125961,0.000334,0.00078,0.000223
ALL,BREACH_RECLAIM,fade,conservative,0.75,3.0,12,1094,534.1439,1094,-0.107373,-0.127128,-1.0,0.244059,-1.0,3.0,0.175503,0.727605,0.096892,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,0.75,3.0,12,1149,503.903,1149,0.108763,0.077235,-1.0,0.300261,-1.0,3.0,0.235857,0.680592,0.076588,0.006963,0.001741,0.0
ALL,NO_BREACH,fade,conservative,1.0,1.0,12,8971,6242.9531,8971,-0.013478,-0.017159,-0.207793,0.486568,-1.0,1.0,0.468064,0.48144,0.048044,0.002452,0.000334,0.001003
ALL,BREACH_RECLAIM,fade,conservative,1.0,1.0,12,1094,534.1439,1094,-0.109749,-0.112275,-1.0,0.444241,-1.0,1.0,0.425046,0.531079,0.039305,0.00457,0.0,0.001828
ALL,CLOSE_BEYOND,fade,conservative,1.0,1.0,12,1149,503.903,1149,0.026747,-0.003624,-0.061601,0.498695,-1.0,1.0,0.48564,0.465622,0.023499,0.025239,0.0,0.0
ALL,NO_BREACH,fade,conservative,1.0,1.5,12,8971,6242.9531,8971,-0.012389,-0.016444,-1.0,0.40185,-1.0,1.5,0.343551,0.550886,0.104782,0.00078,0.000557,0.001672
ALL,BREACH_RECLAIM,fade,conservative,1.0,1.5,12,1094,534.1439,1094,-0.081884,-0.094915,-1.0,0.370201,-1.0,1.5,0.326325,0.59415,0.079525,0.0,0.0,0.000914
ALL,CLOSE_BEYOND,fade,conservative,1.0,1.5,12,1149,503.903,1149,0.066514,0.034809,-1.0,0.422106,-1.0,1.5,0.388164,0.548303,0.055701,0.007833,0.002611,0.0
ALL,NO_BREACH,fade,conservative,1.0,2.0,12,8971,6242.9531,8971,-0.001734,-0.002623,-1.0,0.365065,-1.0,2.0,0.256159,0.576747,0.16676,0.000334,0.000557,0.000223
ALL,BREACH_RECLAIM,fade,conservative,1.0,2.0,12,1094,534.1439,1094,-0.088448,-0.093484,-1.0,0.324497,-1.0,2.0,0.248629,0.631627,0.119744,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.0,2.0,12,1149,503.903,1149,0.090592,0.063022,-1.0,0.37859,-1.0,2.0,0.307224,0.581375,0.104439,0.006963,0.002611,0.0
ALL,NO_BREACH,fade,conservative,1.0,2.5,12,8971,6242.9531,8971,-0.004721,-0.006521,-1.0,0.343997,-1.0,2.5,0.185375,0.589343,0.225059,0.000223,0.000557,0.000111
ALL,BREACH_RECLAIM,fade,conservative,1.0,2.5,12,1094,534.1439,1094,-0.10667,-0.105656,-1.0,0.301645,-1.0,2.5,0.177331,0.64351,0.179159,0.0,0.0,0.002742
ALL,CLOSE_BEYOND,fade,conservative,1.0,2.5,12,1149,503.903,1149,0.054507,0.035242,-1.0,0.341166,-1.0,2.5,0.232376,0.614447,0.149695,0.003481,0.002611,0.0
ALL,NO_BREACH,fade,conservative,1.0,3.0,12,8971,6242.9531,8971,0.007298,0.005825,-1.0,0.33586,-1.0,3.0,0.140453,0.594583,0.264742,0.000223,0.000557,0.0
ALL,BREACH_RECLAIM,fade,conservative,1.0,3.0,12,1094,534.1439,1094,-0.106748,-0.09577,-1.0,0.292505,-1.0,3.0,0.132541,0.649909,0.21755,0.0,0.0,0.0
ALL,CLOSE_BEYOND,fade,conservative,1.0,3.0,12,1149,503.903,1149,0.078573,0.062024,-1.0,0.331593,-1.0,3.0,0.184508,0.623151,0.192341,0.0,0.002611,0.0
ALL,NO_BREACH,fade,conservative,1.25,1.0,12,8971,6242.9531,8971,-0.008093,-0.011205,-0.07284,0.48445,-1.0,1.0,0.436629,0.444321,0.118159,0.000892,0.001003,0.000223
ALL,BREACH_RECLAIM,fade,conservative,1.25,1.0,12,1094,534.1439,1094,-0.054763,-0.053822,-0.452288,0.469835,-1.0,1.0,0.428702,0.47532,0.095978,0.0,0.0,0.0
