symbol,direction,policy,stop_atr,target_r,horizon,n,n_weighted,n_result,mean_R,mean_R_event,median_R,positive_R_rate,p10_R,p90_R,target_hit_rate,stop_hit_rate,timeout_rate,both_hit_rate,gap_stop_rate,gap_target_rate
M,follow,conservative,1.0,1.0,6,3331,2270.0,3331,0.013601,0.01475,0.0,0.494446,-1.0,1.0,0.441909,0.421195,0.133594,0.003302,0.000901,0.0
ALL,follow,conservative,1.0,1.0,6,16483,11312.0,16483,-0.006058,-0.001043,0.0,0.49002,-1.0,1.0,0.428441,0.428138,0.139174,0.004247,0.000971,0.000182
AG,follow,exclude,1.0,1.0,6,5251,3621.0,5221,-0.022024,0.003441,0.0,0.495116,-1.0,1.0,0.439154,0.438202,0.11693,0.005713,0.000952,0.000381
CU,follow,exclude,1.0,1.0,6,4513,3128.0,4500,0.008191,0.022745,0.097616,0.505778,-1.0,1.0,0.434522,0.418569,0.144028,0.002881,0.001773,0.000222
RB,follow,exclude,1.0,1.0,6,3388,2293.0,3372,-0.006832,-0.037853,0.0,0.465302,-1.0,1.0,0.390496,0.432113,0.172668,0.004723,0.0,0.0
M,follow,exclude,1.0,1.0,6,3331,2270.0,3320,0.016288,0.018112,0.0,0.496084,-1.0,1.0,0.441909,0.421195,0.133594,0.003302,0.000901,0.0
ALL,follow,exclude,1.0,1.0,6,16483,11312.0,16413,-0.002885,0.003217,0.0,0.49211,-1.0,1.0,0.428441,0.428138,0.139174,0.004247,0.000971,0.000182
AG,follow,optimistic,1.0,1.0,6,5251,3621.0,5251,-0.016379,0.009134,0.0,0.498,-1.0,1.0,0.439154,0.438202,0.11693,0.005713,0.000952,0.000381
CU,follow,optimistic,1.0,1.0,6,4513,3128.0,4513,0.010728,0.02556,0.107294,0.507201,-1.0,1.0,0.434522,0.418569,0.144028,0.002881,0.001773,0.000222
RB,follow,optimistic,1.0,1.0,6,3388,2293.0,3388,-0.005954,-0.032951,0.0,0.467828,-1.0,1.0,0.390496,0.432113,0.172668,0.004723,0.0,0.0
M,follow,optimistic,1.0,1.0,6,3331,2270.0,3331,0.018888,0.021354,0.0,0.497748,-1.0,1.0,0.441909,0.421195,0.133594,0.003302,0.000901,0.0
ALL,follow,optimistic,1.0,1.0,6,16483,11312.0,16483,0.000307,0.00745,0.0,0.494267,-1.0,1.0,0.428441,0.428138,0.139174,0.004247,0.000971,0.000182
AG,follow,conservative,1.0,1.5,6,5251,3621.0,5251,-0.031313,-0.008775,-0.496557,0.432108,-1.0,1.5,0.267187,0.482384,0.247191,0.003237,0.000952,0.00019
CU,follow,conservative,1.0,1.5,6,4513,3128.0,4513,0.009575,0.027338,-0.243648,0.446931,-1.0,1.5,0.272324,0.454465,0.272768,0.000443,0.001773,0.000222
RB,follow,conservative,1.0,1.5,6,3388,2293.0,3388,-0.015708,-0.056639,-0.428801,0.409976,-1.0,1.5,0.216942,0.4634,0.31523,0.004427,0.0,0.000885
M,follow,conservative,1.0,1.5,6,3331,2270.0,3331,0.005048,0.024325,-0.339455,0.435605,-1.0,1.5,0.277995,0.454818,0.265986,0.001201,0.000901,0.0003
ALL,follow,conservative,1.0,1.5,6,16483,11312.0,16483,-0.009547,-0.002036,-0.365157,0.432324,-1.0,1.5,0.26045,0.465267,0.271977,0.002305,0.000971,0.000364
AG,follow,exclude,1.0,1.5,6,5251,3621.0,5234,-0.0289,-0.005555,-0.481789,0.433512,-1.0,1.5,0.267187,0.482384,0.247191,0.003237,0.000952,0.00019
CU,follow,exclude,1.0,1.5,6,4513,3128.0,4511,0.010221,0.027793,-0.239578,0.447129,-1.0,1.5,0.272324,0.454465,0.272768,0.000443,0.001773,0.000222
RB,follow,exclude,1.0,1.5,6,3388,2293.0,3373,-0.015278,-0.052443,-0.416272,0.4118,-1.0,1.5,0.216942,0.4634,0.31523,0.004427,0.0,0.000885
M,follow,exclude,1.0,1.5,6,3331,2270.0,3327,0.005934,0.025557,-0.338909,0.436129,-1.0,1.5,0.277995,0.454818,0.265986,0.001201,0.000901,0.0003
ALL,follow,exclude,1.0,1.5,6,16483,11312.0,16445,-0.008319,0.00027,-0.351554,0.433323,-1.0,1.5,0.26045,0.465267,0.271977,0.002305,0.000971,0.000364
AG,follow,optimistic,1.0,1.5,6,5251,3621.0,5251,-0.0251,-0.000681,-0.442062,0.435346,-1.0,1.5,0.267187,0.482384,0.247191,0.003237,0.000952,0.00019
CU,follow,optimistic,1.0,1.5,6,4513,3128.0,4513,0.011174,0.028446,-0.238869,0.447374,-1.0,1.5,0.272324,0.454465,0.272768,0.000443,0.001773,0.000222
RB,follow,optimistic,1.0,1.5,6,3388,2293.0,3388,-0.014617,-0.04557,-0.391971,0.414404,-1.0,1.5,0.216942,0.4634,0.31523,0.004427,0.0,0.000885
M,follow,optimistic,1.0,1.5,6,3331,2270.0,3331,0.007251,0.027327,-0.338909,0.436806,-1.0,1.5,0.277995,0.454818,0.265986,0.001201,0.000901,0.0003
ALL,follow,optimistic,1.0,1.5,6,16483,11312.0,16483,-0.006453,0.003727,-0.339703,0.43463,-1.0,1.5,0.26045,0.465267,0.271977,0.002305,0.000971,0.000364
AG,follow,conservative,1.0,2.0,6,5251,3621.0,5251,-0.044598,-0.027882,-1.0,0.40678,-1.0,2.0,0.152542,0.498762,0.345839,0.002857,0.000952,0.0
CU,follow,conservative,1.0,2.0,6,4513,3128.0,4513,-0.001568,0.019179,-0.324541,0.427432,-1.0,2.0,0.150233,0.461999,0.387547,0.000222,0.001773,0.0
RB,follow,conservative,1.0,2.0,6,3388,2293.0,3388,-0.013319,-0.057518,-0.4942,0.399646,-1.0,2.0,0.112161,0.467532,0.41588,0.004427,0.0,0.0
M,follow,conservative,1.0,2.0,6,3331,2270.0,3331,0.011532,0.044261,-0.423432,0.420594,-1.0,2.0,0.17172,0.462023,0.366256,0.0,0.000901,0.0
ALL,follow,conservative,1.0,2.0,6,16483,11312.0,16483,-0.015095,-0.006509,-0.481957,0.41376,-1.0,2.0,0.147485,0.474853,0.375781,0.001881,0.000971,0.0
AG,follow,exclude,1.0,2.0,6,5251,3621.0,5236,-0.042747,-0.025097,-1.0,0.407945,-1.0,2.0,0.152542,0.498762,0.345839,0.002857,0.000952,0.0
CU,follow,exclude,1.0,2.0,6,4513,3128.0,4512,-0.001248,0.019405,-0.323564,0.427527,-1.0,2.0,0.150233,0.461999,0.387547,0.000222,0.001773,0.0
RB,follow,exclude,1.0,2.0,6,3388,2293.0,3373,-0.012889,-0.053327,-0.465775,0.401423,-1.0,2.0,0.112161,0.467532,0.41588,0.004427,0.0,0.0
M,follow,exclude,1.0,2.0,6,3331,2270.0,3331,0.011532,0.044261,-0.423432,0.420594,-1.0,2.0,0.17172,0.462023,0.366256,0.0,0.000901,0.0
ALL,follow,exclude,1.0,2.0,6,16483,11312.0,16452,-0.014311,-0.004637,-0.464303,0.414539,-1.0,2.0,0.147485,0.474853,0.375781,0.001881,0.000971,0.0
AG,follow,optimistic,1.0,2.0,6,5251,3621.0,5251,-0.038798,-0.019312,-0.828388,0.409636,-1.0,2.0,0.152542,0.498762,0.345839,0.002857,0.000952,0.0
CU,follow,optimistic,1.0,2.0,6,4513,3128.0,4513,-0.000609,0.019844,-0.322587,0.427653,-1.0,2.0,0.150233,0.461999,0.387547,0.000222,0.001773,0.0
RB,follow,optimistic,1.0,2.0,6,3388,2293.0,3388,-0.012011,-0.044236,-0.431908,0.404073,-1.0,2.0,0.112161,0.467532,0.41588,0.004427,0.0,0.0
M,follow,optimistic,1.0,2.0,6,3331,2270.0,3331,0.011532,0.044261,-0.423432,0.420594,-1.0,2.0,0.17172,0.462023,0.366256,0.0,0.000901,0.0
ALL,follow,optimistic,1.0,2.0,6,16483,11312.0,16483,-0.012708,-0.000867,-0.452382,0.41564,-1.0,2.0,0.147485,0.474853,0.375781,0.001881,0.000971,0.0
AG,follow,conservative,1.0,2.5,6,5251,3621.0,5251,-0.0411,-0.027871,-1.0,0.401638,-1.0,1.800045,0.087412,0.503333,0.408303,0.000952,0.000952,0.00019
CU,follow,conservative,1.0,2.5,6,4513,3128.0,4513,-0.008039,0.008145,-0.351767,0.422114,-1.0,1.845443,0.080213,0.465101,0.454465,0.000222,0.001773,0.000665
RB,follow,conservative,1.0,2.5,6,3388,2293.0,3388,-0.018902,-0.061499,-0.497584,0.396989,-1.0,1.552506,0.059032,0.468418,0.468123,0.004427,0.0,0.0
M,follow,conservative,1.0,2.5,6,3331,2270.0,3331,0.000752,0.029145,-0.438513,0.41459,-1.0,1.823839,0.086761,0.463224,0.450015,0.0,0.000901,0.0
ALL,follow,conservative,1.0,2.5,6,16483,11312.0,16483,-0.019059,-0.0134,-0.498016,0.408906,-1.0,1.756709,0.079476,0.477583,0.441667,0.001274,0.000971,0.000243
AG,follow,exclude,1.0,2.5,6,5251,3621.0,5246,-0.040039,-0.026944,-1.0,0.402021,-1.0,1.800162,0.087412,0.503333,0.408303,0.000952,0.000952,0.00019
CU,follow,exclude,1.0,2.5,6,4513,3128.0,4512,-0.007721,0.008368,-0.351666,0.422207,-1.0,1.84624,0.080213,0.465101,0.454465,0.000222,0.001773,0.000665
RB,follow,exclude,1.0,2.5,6,3388,2293.0,3373,-0.018474,-0.057325,-0.481957,0.398755,-1.0,1.5543,0.059032,0.468418,0.468123,0.004427,0.0,0.0
M,follow,exclude,1.0,2.5,6,3331,2270.0,3331,0.000752,0.029145,-0.438513,0.41459,-1.0,1.823839,0.086761,0.463224,0.450015,0.0,0.000901,0.0
ALL,follow,exclude,1.0,2.5,6,16483,11312.0,16462,-0.018539,-0.012141,-0.4942,0.409428,-1.0,1.75861,0.079476,0.477583,0.441667,0.001274,0.000971,0.000243
AG,follow,optimistic,1.0,2.5,6,5251,3621.0,5251,-0.037233,-0.024538,-1.0,0.40259,-1.0,1.812063,0.087412,0.503333,0.408303,0.000952,0.000952,0.00019
CU,follow,optimistic,1.0,2.5,6,4513,3128.0,4513,-0.00692,0.00892,-0.351565,0.422335,-1.0,1.853347,0.080213,0.465101,0.454465,0.000222,0.001773,0.000665
RB,follow,optimistic,1.0,2.5,6,3388,2293.0,3388,-0.017375,-0.046003,-0.446011,0.401417,-1.0,1.561926,0.059032,0.468418,0.468123,0.004427,0.0,0.0
M,follow,optimistic,1.0,2.5,6,3331,2270.0,3331,0.000752,0.029145,-0.438513,0.41459,-1.0,1.823839,0.086761,0.463224,0.450015,0.0,0.000901,0.0
ALL,follow,optimistic,1.0,2.5,6,16483,11312.0,16483,-0.017203,-0.008941,-0.491413,0.41018,-1.0,1.764712,0.079476,0.477583,0.441667,0.001274,0.000971,0.000243
AG,follow,conservative,1.0,3.0,6,5251,3621.0,5251,-0.033365,-0.019971,-1.0,0.399924,-1.0,1.711337,0.054847,0.505237,0.439154,0.000762,0.000952,0.00019
CU,follow,conservative,1.0,3.0,6,4513,3128.0,4513,-0.008497,0.011363,-0.358131,0.421006,-1.0,1.715201,0.042987,0.465322,0.491469,0.000222,0.001773,0.0
RB,follow,conservative,1.0,3.0,6,3388,2293.0,3388,-0.016087,-0.060998,-0.498156,0.396694,-1.0,1.525919,0.032763,0.468713,0.494097,0.004427,0.0,0.0
M,follow,conservative,1.0,3.0,6,3331,2270.0,3331,0.007187,0.03644,-0.438513,0.41369,-1.0,1.697656,0.051636,0.463224,0.48514,0.0,0.000901,0.0
ALL,follow,conservative,1.0,3.0,6,16483,11312.0,16483,-0.014848,-0.008425,-0.501036,0.407814,-1.0,1.672235,0.046411,0.478311,0.474064,0.001213,0.000971,6.1e-05
AG,follow,exclude,1.0,3.0,6,5251,3621.0,5247,-0.032564,-0.019224,-1.0,0.400229,-1.0,1.711598,0.054847,0.505237,0.439154,0.000762,0.000952,0.00019
CU,follow,exclude,1.0,3.0,6,4513,3128.0,4512,-0.00818,0.011587,-0.357355,0.421099,-1.0,1.716426,0.042987,0.465322,0.491469,0.000222,0.001773,0.0
RB,follow,exclude,1.0,3.0,6,3388,2293.0,3373,-0.015658,-0.056823,-0.481957,0.398458,-1.0,1.52625,0.032763,0.468713,0.494097,0.004427,0.0,0.0
M,follow,exclude,1.0,3.0,6,3331,2270.0,3331,0.007187,0.03644,-0.438513,0.41369,-1.0,1.697656,0.051636,0.463224,0.48514,0.0,0.000901,0.0
ALL,follow,exclude,1.0,3.0,6,16483,11312.0,16463,-0.014413,-0.00722,-0.498016,0.40831,-1.0,1.672876,0.046411,0.478311,0.474064,0.001213,0.000971,6.1e-05
AG,follow,optimistic,1.0,3.0,6,5251,3621.0,5251,-0.030051,-0.016924,-1.0,0.400686,-1.0,1.72216,0.054847,0.505237,0.439154,0.000762,0.000952,0.00019
CU,follow,optimistic,1.0,3.0,6,4513,3128.0,4513,-0.007218,0.012249,-0.35658,0.421228,-1.0,1.719194,0.042987,0.465322,0.491469,0.000222,0.001773,0.0
RB,follow,optimistic,1.0,3.0,6,3388,2293.0,3388,-0.014343,-0.043289,-0.44689,0.401122,-1.0,1.528428,0.032763,0.468713,0.494097,0.004427,0.0,0.0
M,follow,optimistic,1.0,3.0,6,3331,2270.0,3331,0.007187,0.03644,-0.438513,0.41369,-1.0,1.697656,0.051636,0.463224,0.48514,0.0,0.000901,0.0
ALL,follow,optimistic,1.0,3.0,6,16483,11312.0,16483,-0.01308,-0.003571,-0.496557,0.409027,-1.0,1.67697,0.046411,0.478311,0.474064,0.001213,0.000971,6.1e-05
AG,follow,conservative,1.25,1.0,6,5251,3621.0,5251,-0.028611,-0.011801,0.0,0.490954,-1.0,1.0,0.36812,0.386593,0.242811,0.002476,0.00019,0.000762
CU,follow,conservative,1.25,1.0,6,4513,3128.0,4513,-0.001769,0.010811,0.048552,0.501662,-1.0,1.0,0.360514,0.364059,0.274319,0.001108,0.000222,0.001329
RB,follow,conservative,1.25,1.0,6,3388,2293.0,3388,-0.017455,-0.054079,0.0,0.455726,-1.0,1.0,0.309032,0.373081,0.313459,0.004427,0.000295,0.000295
M,follow,conservative,1.25,1.0,6,3331,2270.0,3331,0.009152,0.012301,0.0,0.490844,-1.0,1.0,0.361753,0.354848,0.282198,0.001201,0.0,0.0
ALL,follow,conservative,1.25,1.0,6,16483,11312.0,16483,-0.011349,-0.009429,0.0,0.486623,-1.0,1.0,0.352606,0.371231,0.273919,0.002245,0.000182,0.000667
AG,follow,exclude,1.25,1.0,6,5251,3621.0,5238,-0.026999,-0.009349,0.0,0.492173,-1.0,1.0,0.36812,0.386593,0.242811,0.002476,0.00019,0.000762
CU,follow,exclude,1.25,1.0,6,4513,3128.0,4508,-0.000811,0.011932,0.048848,0.502218,-1.0,1.0,0.360514,0.364059,0.274319,0.001108,0.000222,0.001329
RB,follow,exclude,1.25,1.0,6,3388,2293.0,3373,-0.017026,-0.049873,0.0,0.457753,-1.0,1.0,0.309032,0.373081,0.313459,0.004427,0.000295,0.000295
M,follow,exclude,1.25,1.0,6,3331,2270.0,3327,0.010042,0.013518,0.0,0.491434,-1.0,1.0,0.361753,0.354848,0.282198,0.001201,0.0,0.0
ALL,follow,exclude,1.25,1.0,6,16483,11312.0,16446,-0.010299,-0.007201,0.0,0.487717,-1.0,1.0,0.352606,0.371231,0.273919,0.002245,0.000182,0.000667
AG,follow,optimistic,1.25,1.0,6,5251,3621.0,5251,-0.025297,-0.00685,0.0,0.49343,-1.0,1.0,0.36812,0.386593,0.242811,0.002476,0.00019,0.000762
CU,follow,optimistic,1.25,1.0,6,4513,3128.0,4513,0.000149,0.013027,0.053047,0.50277,-1.0,1.0,0.360514,0.364059,0.274319,0.001108,0.000222,0.001329
RB,follow,optimistic,1.25,1.0,6,3388,2293.0,3388,-0.016582,-0.045225,0.0,0.460153,-1.0,1.0,0.309032,0.373081,0.313459,0.004427,0.000295,0.000295
M,follow,optimistic,1.25,1.0,6,3331,2270.0,3331,0.010915,0.014702,0.0,0.492044,-1.0,1.0,0.361753,0.354848,0.282198,0.001201,0.0,0.0
ALL,follow,optimistic,1.25,1.0,6,16483,11312.0,16483,-0.009228,-0.00494,0.0,0.488867,-1.0,1.0,0.352606,0.371231,0.273919,0.002245,0.000182,0.000667
AG,follow,conservative,1.25,1.5,6,5251,3621.0,5251,-0.040825,-0.027926,-0.163421,0.448867,-1.0,1.5,0.185869,0.410398,0.402019,0.001714,0.00019,0.0
CU,follow,conservative,1.25,1.5,6,4513,3128.0,4513,-0.006799,0.005204,-0.093973,0.461112,-1.0,1.5,0.184135,0.381343,0.434301,0.000222,0.000665,0.000222
RB,follow,conservative,1.25,1.5,6,3388,2293.0,3388,-0.017039,-0.05683,-0.173487,0.429162,-1.0,1.5,0.137839,0.381936,0.475797,0.004427,0.000295,0.0
M,follow,conservative,1.25,1.5,6,3331,2270.0,3331,0.009287,0.027068,0.0,0.455419,-1.0,1.5,0.19994,0.37076,0.429,0.0003,0.0,0.0
ALL,follow,conservative,1.25,1.5,6,16483,11312.0,16483,-0.016539,-0.013683,-0.128302,0.449493,-1.0,1.5,0.178366,0.388582,0.431475,0.001577,0.000303,6.1e-05
AG,follow,exclude,1.25,1.5,6,5251,3621.0,5242,-0.039499,-0.026257,-0.162036,0.449638,-1.0,1.5,0.185869,0.410398,0.402019,0.001714,0.00019,0.0
CU,follow,exclude,1.25,1.5,6,4513,3128.0,4512,-0.006482,0.005427,-0.093973,0.461215,-1.0,1.5,0.184135,0.381343,0.434301,0.000222,0.000665,0.000222
RB,follow,exclude,1.25,1.5,6,3388,2293.0,3373,-0.01661,-0.052635,-0.171425,0.43107,-1.0,1.5,0.137839,0.381936,0.475797,0.004427,0.000295,0.0
M,follow,exclude,1.25,1.5,6,3331,2270.0,3330,0.009731,0.027376,0.0,0.455556,-1.0,1.5,0.19994,0.37076,0.429,0.0003,0.0,0.0
ALL,follow,exclude,1.25,1.5,6,16483,11312.0,16457,-0.015843,-0.012124,-0.126107,0.450204,-1.0,1.5,0.178366,0.388582,0.431475,0.001577,0.000303,6.1e-05
AG,follow,optimistic,1.25,1.5,6,5251,3621.0,5251,-0.037373,-0.023641,-0.155497,0.450581,-1.0,1.5,0.185869,0.410398,0.402019,0.001714,0.00019,0.0
CU,follow,optimistic,1.25,1.5,6,4513,3128.0,4513,-0.006,0.005758,-0.093973,0.461334,-1.0,1.5,0.184135,0.381343,0.434301,0.000222,0.000665,0.000222
RB,follow,optimistic,1.25,1.5,6,3388,2293.0,3388,-0.015949,-0.045761,-0.165227,0.433589,-1.0,1.5,0.137839,0.381936,0.475797,0.004427,0.000295,0.0
M,follow,optimistic,1.25,1.5,6,3331,2270.0,3331,0.010388,0.027818,0.0,0.455719,-1.0,1.5,0.19994,0.37076,0.429,0.0003,0.0,0.0
ALL,follow,optimistic,1.25,1.5,6,16483,11312.0,16483,-0.014771,-0.009739,-0.123995,0.451071,-1.0,1.5,0.178366,0.388582,0.431475,0.001577,0.000303,6.1e-05
AG,follow,conservative,1.25,2.0,6,5251,3621.0,5251,-0.041271,-0.030804,-0.200656,0.438583,-1.0,1.495049,0.092554,0.415159,0.491335,0.000952,0.00019,0.00019
CU,follow,conservative,1.25,2.0,6,4513,3128.0,4513,-0.016623,-0.00743,-0.110709,0.452027,-1.0,1.510484,0.083315,0.384223,0.53224,0.000222,0.000665,0.000665
RB,follow,conservative,1.25,2.0,6,3388,2293.0,3388,-0.022186,-0.059866,-0.181808,0.425915,-1.0,1.284767,0.062279,0.382822,0.550472,0.004427,0.000295,0.0
M,follow,conservative,1.25,2.0,6,3331,2270.0,3331,0.003621,0.021623,-0.104468,0.447914,-1.0,1.530105,0.090663,0.372561,0.536776,0.0,0.0,0.0
ALL,follow,conservative,1.25,2.0,6,16483,11312.0,16483,-0.021578,-0.019783,-0.152032,0.441546,-1.0,1.45904,0.083419,0.391434,0.523873,0.001274,0.000303,0.000243
AG,follow,exclude,1.25,2.0,6,5251,3621.0,5246,-0.04021,-0.02988,-0.195033,0.439001,-1.0,1.496166,0.092554,0.415159,0.491335,0.000952,0.00019,0.00019
CU,follow,exclude,1.25,2.0,6,4513,3128.0,4512,-0.016309,-0.00721,-0.110709,0.452128,-1.0,1.510914,0.083315,0.384223,0.53224,0.000222,0.000665,0.000665
RB,follow,exclude,1.25,2.0,6,3388,2293.0,3373,-0.021759,-0.055685,-0.172991,0.427809,-1.0,1.285024,0.062279,0.382822,0.550472,0.004427,0.000295,0.0
M,follow,exclude,1.25,2.0,6,3331,2270.0,3331,0.003621,0.021623,-0.104468,0.447914,-1.0,1.530105,0.090663,0.372561,0.536776,0.0,0.0,0.0
ALL,follow,exclude,1.25,2.0,6,16483,11312.0,16462,-0.021059,-0.018532,-0.150175,0.442109,-1.0,1.459223,0.083419,0.391434,0.523873,0.001274,0.000303,0.000243
AG,follow,optimistic,1.25,2.0,6,5251,3621.0,5251,-0.037957,-0.027947,-0.193065,0.439535,-1.0,1.506261,0.092554,0.415159,0.491335,0.000952,0.00019,0.00019
CU,follow,optimistic,1.25,2.0,6,4513,3128.0,4513,-0.015664,-0.006765,-0.110709,0.452249,-1.0,1.514765,0.083315,0.384223,0.53224,0.000222,0.000665,0.000665
RB,follow,optimistic,1.25,2.0,6,3388,2293.0,3388,-0.020878,-0.046583,-0.16947,0.430342,-1.0,1.28757,0.062279,0.382822,0.550472,0.004427,0.000295,0.0
M,follow,optimistic,1.25,2.0,6,3331,2270.0,3331,0.003621,0.021623,-0.104468,0.447914,-1.0,1.530105,0.090663,0.372561,0.536776,0.0,0.0,0.0
ALL,follow,optimistic,1.25,2.0,6,16483,11312.0,16483,-0.019987,-0.015961,-0.147133,0.44282,-1.0,1.463149,0.083419,0.391434,0.523873,0.001274,0.000303,0.000243
AG,follow,conservative,1.25,2.5,6,5251,3621.0,5251,-0.034365,-0.023238,-0.203596,0.437821,-1.0,1.401031,0.048181,0.415921,0.535136,0.000762,0.00019,0.0
CU,follow,conservative,1.25,2.5,6,4513,3128.0,4513,-0.015989,-0.003439,-0.113107,0.450698,-1.0,1.397261,0.038998,0.384223,0.576557,0.000222,0.000665,0.000665
RB,follow,conservative,1.25,2.5,6,3388,2293.0,3388,-0.016741,-0.056233,-0.185007,0.42562,-1.0,1.236864,0.032172,0.382822,0.580579,0.004427,0.000295,0.0
M,follow,conservative,1.25,2.5,6,3331,2270.0,3331,0.007969,0.026231,-0.119827,0.447013,-1.0,1.40701,0.044131,0.372561,0.583308,0.0,0.0,0.0
ALL,follow,conservative,1.25,2.5,6,16483,11312.0,16483,-0.017216,-0.014602,-0.156703,0.440696,-1.0,1.365284,0.041558,0.391676,0.565552,0.001213,0.000303,0.000182
AG,follow,exclude,1.25,2.5,6,5251,3621.0,5247,-0.033565,-0.022494,-0.203526,0.438155,-1.0,1.401585,0.048181,0.415921,0.535136,0.000762,0.00019,0.0
CU,follow,exclude,1.25,2.5,6,4513,3128.0,4512,-0.015675,-0.003218,-0.113107,0.450798,-1.0,1.39729,0.038998,0.384223,0.576557,0.000222,0.000665,0.000665
RB,follow,exclude,1.25,2.5,6,3388,2293.0,3373,-0.016312,-0.052036,-0.172991,0.427513,-1.0,1.236983,0.032172,0.382822,0.580579,0.004427,0.000295,0.0
M,follow,exclude,1.25,2.5,6,3331,2270.0,3331,0.007969,0.026231,-0.119827,0.447013,-1.0,1.40701,0.044131,0.372561,0.583308,0.0,0.0,0.0
ALL,follow,exclude,1.25,2.5,6,16483,11312.0,16463,-0.016782,-0.013405,-0.153609,0.441232,-1.0,1.365446,0.041558,0.391676,0.565552,0.001213,0.000303,0.000182
AG,follow,optimistic,1.25,2.5,6,5251,3621.0,5251,-0.031466,-0.020572,-0.200656,0.438583,-1.0,1.406845,0.048181,0.415921,0.535136,0.000762,0.00019,0.0
CU,follow,optimistic,1.25,2.5,6,4513,3128.0,4513,-0.01487,-0.002664,-0.113107,0.45092,-1.0,1.398181,0.038998,0.384223,0.576557,0.000222,0.000665,0.000665
RB,follow,optimistic,1.25,2.5,6,3388,2293.0,3388,-0.015215,-0.040737,-0.17053,0.430047,-1.0,1.238196,0.032172,0.382822,0.580579,0.004427,0.000295,0.0
M,follow,optimistic,1.25,2.5,6,3331,2270.0,3331,0.007969,0.026231,-0.119827,0.447013,-1.0,1.40701,0.044131,0.372561,0.583308,0.0,0.0,0.0
ALL,follow,optimistic,1.25,2.5,6,16483,11312.0,16483,-0.015669,-0.010355,-0.150381,0.44191,-1.0,1.369296,0.041558,0.391676,0.565552,0.001213,0.000303,0.000182
AG,follow,conservative,1.25,3.0,6,5251,3621.0,5251,-0.035174,-0.022442,-0.204503,0.43744,-1.0,1.381409,0.027804,0.416111,0.555513,0.000571,0.00019,0.0
CU,follow,conservative,1.25,3.0,6,4513,3128.0,4513,-0.015238,-0.001603,-0.113107,0.450698,-1.0,1.376134,0.019721,0.384445,0.595834,0.0,0.000665,0.0
RB,follow,conservative,1.25,3.0,6,3388,2293.0,3388,-0.020477,-0.056691,-0.185007,0.42562,-1.0,1.231373,0.014168,0.382822,0.598583,0.004427,0.000295,0.0
M,follow,conservative,1.25,3.0,6,3331,2270.0,3331,0.006854,0.026386,-0.119827,0.447013,-1.0,1.383999,0.022516,0.372561,0.604923,0.0,0.0,0.0
ALL,follow,conservative,1.25,3.0,6,16483,11312.0,16483,-0.018248,-0.013909,-0.156928,0.440575,-1.0,1.353827,0.021719,0.391798,0.585391,0.001092,0.000303,0.0
AG,follow,exclude,1.25,3.0,6,5251,3621.0,5248,-0.034641,-0.021884,-0.203596,0.437691,-1.0,1.381679,0.027804,0.416111,0.555513,0.000571,0.00019,0.0
CU,follow,exclude,1.25,3.0,6,4513,3128.0,4513,-0.015238,-0.001603,-0.113107,0.450698,-1.0,1.376134,0.019721,0.384445,0.595834,0.0,0.000665,0.0
RB,follow,exclude,1.25,3.0,6,3388,2293.0,3373,-0.02005,-0.052496,-0.172991,0.427513,-1.0,1.231543,0.014168,0.382822,0.598583,0.004427,0.000295,0.0
M,follow,exclude,1.25,3.0,6,3331,2270.0,3331,0.006854,0.026386,-0.119827,0.447013,-1.0,1.383999,0.022516,0.372561,0.604923,0.0,0.0,0.0
ALL,follow,exclude,1.25,3.0,6,16483,11312.0,16465,-0.017988,-0.012831,-0.153951,0.441057,-1.0,1.353969,0.021719,0.391798,0.585391,0.001092,0.000303,0.0
AG,follow,optimistic,1.25,3.0,6,5251,3621.0,5251,-0.032965,-0.020157,-0.203526,0.438012,-1.0,1.385334,0.027804,0.416111,0.555513,0.000571,0.00019,0.0
CU,follow,optimistic,1.25,3.0,6,4513,3128.0,4513,-0.015238,-0.001603,-0.113107,0.450698,-1.0,1.376134,0.019721,0.384445,0.595834,0.0,0.000665,0.0
RB,follow,optimistic,1.25,3.0,6,3388,2293.0,3388,-0.018733,-0.038981,-0.17053,0.430047,-1.0,1.23304,0.014168,0.382822,0.598583,0.004427,0.000295,0.0
M,follow,optimistic,1.25,3.0,6,3331,2270.0,3331,0.006854,0.026386,-0.119827,0.447013,-1.0,1.383999,0.022516,0.372561,0.604923,0.0,0.0,0.0
ALL,follow,optimistic,1.25,3.0,6,16483,11312.0,16483,-0.017188,-0.00954,-0.151583,0.441667,-1.0,1.35537,0.021719,0.391798,0.585391,0.001092,0.000303,0.0
AG,follow,conservative,1.5,1.0,6,5251,3621.0,5251,-0.032545,-0.018477,0.0,0.49362,-1.0,1.0,0.286803,0.331175,0.379737,0.002285,0.000571,0.00019
CU,follow,conservative,1.5,1.0,6,4513,3128.0,4513,-0.004221,0.007881,0.039919,0.50144,-1.0,1.0,0.290051,0.302681,0.406603,0.000665,0.001551,0.000222
RB,follow,conservative,1.5,1.0,6,3388,2293.0,3388,-0.007344,-0.029887,0.0,0.467532,-1.0,1.0,0.24144,0.294274,0.464286,0.0,0.002656,0.000885
M,follow,conservative,1.5,1.0,6,3331,2270.0,3331,-0.000636,0.007686,0.0,0.48604,-1.0,1.0,0.294206,0.295107,0.410687,0.0,0.0003,0.0003
